title,publishedAt,sentiment
"Dow Jones Falls But Nvidia Nears Buy Point; Tesla Drops, While This AI Stock Soars After Earnings (Live Coverage)",2024-12-03,Positive
"Cybertruck discounts, VW worker walk offs, Stellantis’ CEO fired – it’s only Monday!",2024-12-03,Neutral
30 Under 30 AI 2025: The Young Entrepreneurs Coding The Future,2024-12-03,Neutral
"Real AI, Real Impact In The P&C Insurance Landscape",2024-12-03,Negative
XPENG Sales Soar 54%,2024-12-03,Neutral
"Samsung, Jeff Bezos back Nvidia rival Tenstorrent in startup chipmaker's nearly $700 million funding round",2024-12-03,Neutral
What is next for Musk after judge rules against him in Tesla pay case?,2024-12-03,Neutral
Elon Musk's whopping 12-digit Tesla compensation package rejected again by Delaware judge,2024-12-03,Neutral
"Elon Musk’s $US56 billion Tesla payday denied, again – report",2024-12-03,Neutral
Delaware judge rejects request to restore Musk's $56B Tesla pay,2024-12-03,Neutral
Explainer: What is next for Musk after judge rules against him in Tesla pay case?,2024-12-03,Neutral
Judge reaffirms ruling invalidating Musk's multibillion-dollar Tesla pay package,2024-12-03,Neutral
Delaware judge rejects Elon Musk's $56 billion Tesla pay - again,2024-12-03,Neutral
"DOGE to look into government loans to Stellantis JV and Rivian, Ramaswamy says",2024-12-03,Neutral
"US stock futures steady with Fed, rate cues in focus",2024-12-03,Positive
Jaguar boss defends rebrand after backlash - as new electric car revealed,2024-12-03,Neutral
Net Worths of Donald Trump's Billionaire Appointments,2024-12-03,Neutral
La Vie en Rose: can the Jaguar Type 00 reset the narrative surrounding the brand’s reinvention?,2024-12-03,Neutral
Judge confirms decision to sink Elon Musk’s $56B pay package despite Tesla shareholder vote,2024-12-03,Neutral
"Asian stocks rise as traders await data, Fedspeak: Markets wrap",2024-12-03,Neutral
S&P500 Forecast: SPX falls as China - US trade tensions rise,2024-12-03,Negative
"Asian stocks climb on Wall Street lead; yuan, euro sag",2024-12-03,Neutral
"S&P 500, Nasdaq post record highs as tech-related shares gain",2024-12-03,Positive
"Elon Musk’s $50 Billion Tesla Pay Can’t Be Reinstated, Delaware Judge Rules - The New York Times",2024-12-03,Neutral
Judge Sticks to Refusal to Allow Unprecedented Pay for Musk,2024-12-03,Neutral
CNBC Daily Open: Investors are filled with the holiday spirit,2024-12-03,Neutral
Judge again rejects the Elon Musk Tesla pay plan now valued at $101 billion,2024-12-03,Neutral
Musk record Tesla pay plan rejected again by US judge,2024-12-03,Neutral
Tesla loses bid to reinstate Elon Musk's record $56bn pay package,2024-12-03,Negative
Judge rejects request to restore Musk’s $56 billion Tesla pay | Honolulu Star-Advertiser,2024-12-03,Neutral
"Jaguar’s Miami EV launch invites new wave of criticism, but CCO says brand is undeterred",2024-12-03,Negative
Nissan is awash in outdated models as car buyers look elsewhere,2024-12-03,Neutral
Marriott International Signs Agreement To Bring The Ritz-Carlton To Serbia,2024-12-03,Neutral
"Elon Musk's $56 billion Tesla pay package struck down again, Delaware Judge says board ‘improperly influenced…’",2024-12-03,Neutral
Asian Stocks Take US Tech Curbs on China in Stride: Markets Wrap,2024-12-03,Neutral
SpaceX weighs tender offer at roughly $350 billion valuation,2024-12-03,Neutral
"Dogecoin, Pepe and Other Top Meme Coins Fall as Focus Shifts to XRP",2024-12-03,Neutral
Up 32%: Can the BetaShares Nasdaq 100 ETF (NDQ) do it again in 2025?,2024-12-03,Positive
"News Summary-Intelligence Report Monday 12/2/2024*House COVID Report*US Tightens China Chip Ban*French Government Faces Censure After Forced Budget*Jihadist Kidnapping, Looting Reported In Syria*",2024-12-03,Neutral
Delaware judge reaffirms ruling that invalidated massive Tesla pay package for Elon Musk - The Associated Press,2024-12-03,Neutral
Judge reaffirms ruling that invalidated massive Tesla pay package for Musk,2024-12-03,Neutral
Analyzing Tesla (NASDAQ:TSLA) & VinFast Auto (NASDAQ:VFS),2024-12-03,Neutral
Tesla (NASDAQ:TSLA) Price Target Raised to $411.00,2024-12-03,Positive
Tesla CEO Elon Musk denied $56bn pay package once again by Delaware judge,2024-12-03,Neutral
Elon Musk Latest: Tesla Payout Rejected and SpaceX Valuation,2024-12-03,Neutral
"Quantbot Technologies LP Acquires Shares of 2,626 Tesla, Inc. (NASDAQ:TSLA)",2024-12-03,Neutral
Tesla loses bid to restore Elon Musk’s record $56bn pay package,2024-12-03,Negative
Largely manufactured furore shows Jaguar succeeded at getting people talking,2024-12-03,Neutral
Musk’s multibillion-dollar Tesla payout gutted by court,2024-12-03,Neutral
BootKitty Linux UEFI bootkit spotted exploiting LogoFAIL flaws,2024-12-03,Neutral
Delaware judge rejects Musk's $56 billion Tesla pay - again - Reuters,2024-12-03,Neutral
Tesla loses bid to restore Elon Musk’s record $56bn pay package - Financial Times,2024-12-03,Negative
CNBC Daily Open: Investors are filled with the festive spirit,2024-12-03,Neutral
Blow for Elon Musk as judge blocks $56 billion pay day,2024-12-03,Neutral
"The business dynamics of London, Blair, and the crisis in France, the truth about the Parthenon marbles (good news), the diplomatic incident with Douzoglou and the Royal house of Morocco",2024-12-03,Negative
US judge rejects Musk’s $55.8bn Tesla pay deal,2024-12-03,Neutral
"Elon Musk is ratcheting up his attacks on his old partner Sam Altman, calling him ‘Swindly Sam’ and OpenAI a ‘market-paralyzing gorgon’",2024-12-03,Neutral
Tesla China sales drop 4.3% in November,2024-12-03,Negative
"Stock market today: S&P 500, Nasdaq futures hold just short of records with JOLTS on deck",2024-12-03,Neutral
$56bn Tesla pay package for Musk rejected again by US judge,2024-12-03,Neutral
Chinese EV sales climb in November ahead of holiday season,2024-12-03,Positive
"Tesla Stock Soared 47% Since Nov. 5, but Here's a Better Way to Invest in the Self-Driving Revolution Right Now",2024-12-03,Positive
Sam Altman backs Donald Trump to help America defeat China in AI race,2024-12-03,Neutral
Jaguar boss defends rebrand amid ‘Miami Pink’ EV launch: ‘More people have been talking about Jaguar for the last two weeks than for so much longer’,2024-12-03,Neutral
Tesla's China-made EV sales drop 4.3% in Nov,2024-12-03,Negative
"China EV insurance registrations for week ending Dec 1: Nio 4,100, Tesla 18,700, Xiaomi 6,300, BYD 97,800",2024-12-03,Neutral
"Stock Market News: Dow, S&P 500 Rising; Super Micro, Intel, Nvidia, Tesla, More Movers; Treasury Yields Rise",2024-12-03,Positive
"Blue States Will Not Be Safe in Our Corrupt, Clownish, Authoritarian Future",2024-12-03,Negative
Poland probes Pegasus spyware abuse under the PiS government,2024-12-03,Neutral
Analysis-Why GM could suffer under Trump policies to ‘save’ Detroit automakers,2024-12-03,Negative
Opinion: RSS Leaps Into Baby Politics,2024-12-03,Neutral
Delaware judge rejects Elon Musk's $56B Tesla pay package again - Axios,2024-12-03,Neutral
Tesla CEO Elon Musk denied $56bn pay package once again by Delaware judge - TESLARATI,2024-12-03,Neutral
"Christmas Came Early: Davido’s Rolls-Royce Spectre, Tesla Cybertruck Arrive at Lagos Airport",2024-12-03,Neutral
Leverage And Speculation Are At Extremes,2024-12-03,Negative
November Must-Reads: Top 10 Articles From Last Month,2024-12-03,Neutral
"Massive Bitcoin Holder MicroStrategy Retreats From Highs, Is It Time To Buy, Sell Or Hold?",2024-12-03,Neutral
Why these 2 billionaire-led crypto plays stand out as buys: Analyst,2024-12-03,Neutral
"Stock market today: S&P 500, Nasdaq drift near record levels with JOLTS data on deck",2024-12-03,Neutral
"Who is Kathaleen McCormick, judge who slashed Elon Musk's pay package",2024-12-03,Neutral
Kia Highlights “Electrified” Models as Boost to Record November Sales,2024-12-03,Positive
Elon Musk Department Says Illegal Immigration Costs Taxpayer $150.7 billion,2024-12-03,Neutral
Auto sales surpass 1 million units in January-November,2024-12-03,Positive
Hunter Biden pardon fallout and strategic timing behind Syria's reignited civil war: Morning Rundown,2024-12-03,Neutral
Will Elon Musk Ever Collect His Full Tesla Pay Package?,2024-12-03,Neutral
Delaware court to Elon Musk: you still can't have $56-billion pay package,2024-12-03,Neutral
Vivek Ramaswamy says DOGE will 'carefully scrutinize' federal loans to Tesla rivals,2024-12-03,Neutral
DS N°8 is a stunning new EV with a massive 460-mile range,2024-12-03,Neutral
Elon Musk’s $56 billion payday struck down again by this Delaware judge,2024-12-03,Neutral
10 popular Magnet public high schools in the US one can consider for quality education,2024-12-03,Neutral
Gelsinger departs Intel with $9.7M handshake,2024-12-03,Neutral
Tesla China Registrations Jump As EV Giant Heads For Strong Quarter But This Weighs On The Stock,2024-12-03,Negative
"Dow Jones, Other Futures Flat Ahead Of Jobs Data; Tesla Slides On Elon Musk Pay Package Rejection",2024-12-03,Neutral
Black Twitter Drags Scottie Pippen to the Moon Over Tone-Deaf Elon Musk Tweet,2024-12-03,Neutral
Review: 2025 Audi S6 E-Tron pedals influence with battery power,2024-12-03,Neutral
EKA Mobility hires Sohel Merchant as chief innovation officer,2024-12-03,Neutral
Space Battery Technology Market Size Projected to Reach $6.56 Billion by 2032 Playing a Critical Role in Space Exploration,2024-12-03,Neutral
Supermajority Requirement Inapplicable in the Context of a Reincorporation to Nevada,2024-12-03,Neutral
Tyson Group Welcomes Catherine Brinkman to Expand Business Development and Content Innovation,2024-12-03,Neutral
Energy industry contractor ENGlobal Corporation discloses a ransomware attack,2024-12-03,Neutral
"It looks like we can add ""snow"" to the growing list of things the Incel Camino can't handle well [Fail]",2024-12-03,Neutral
Distinct patterns of connectivity with the motor cortex reflect different components of sensorimotor learning,2024-12-03,Neutral
5 things to know before the stock market opens Tuesday,2024-12-03,Neutral
Elon Musk's $56 Billion Tesla Pay Package Blocked Again,2024-12-03,Negative
The Morning After: Intel’s CEO just suddenly retired,2024-12-03,Neutral
GM’s Rapid Retreat From EV Market Gains Speed,2024-12-03,Positive
The most popular Wikipedia pages of 2024 | CNN Business,2024-12-03,Neutral
Wedbush On Elon Musk’s $56 Billion Pay Package Termination: “Tesla/Musk We Expect Will Win This Case At The Supreme Court”,2024-12-03,Neutral
4 Big Ideas From Steve Jurvetson On Moore’s Law,2024-12-03,Neutral
SpaceX Weighs Tender Offer Raising Valuation to $350 Billion,2024-12-03,Positive
Judge reaffirms ruling invalidating massive Tesla pay package for Musk,2024-12-03,Neutral
"Tesla Cybertruck workers begin 3-day furlough, signaling demand slowdown",2024-12-03,Negative
Judge voids Musk's record-setting Tesla pay package,2024-12-03,Negative
"Stock market today: Nasdaq drifts near records while S&P 500, Dow fall following key jobs data",2024-12-03,Neutral
This Jaguar Looks Like No EV We've Seen Before. I Love It,2024-12-03,Neutral
Elon Musk loses bid to get his $56 billion pay package reinstated,2024-12-03,Negative
"Stocks making the biggest moves midday: Tesla, U.S. Steel, FedEx, AT&T and more",2024-12-03,Neutral
Delaware Judge Upholds Ruling That Denied Musk Massive Tesla Pay Package,2024-12-03,Neutral
Elon Musk Still Isn't Getting His Historically High Pay as CEO of Tesla — Here's Why,2024-12-03,Neutral
GM to Sell Stake in Michigan EV Battery Plant to LG Energy,2024-12-03,Neutral
Tesla's China Sales Fall 4.3% In November As BYD Sales Surge,2024-12-03,Negative
"Stock market today: Dow, S&P 500 slip after key jobs data shows surprise rebound in openings",2024-12-03,Negative
Fallout 76's Biggest Expansion Yet Lets You Pet A Very Good Dog,2024-12-03,Positive
Hyundai sets new US sales record in November after IONIQ 5 sales more than double,2024-12-03,Positive
Delaware Confiscates $100 Billion of Musk's Wealth,2024-12-03,Neutral
Why the world's richest man is fighting for his salary,2024-12-03,Neutral
"Wall St muted with focus on more data, Fed commentary",2024-12-03,Neutral
Elon Must Just Got Absolutely Owned,2024-12-03,Neutral
Elon Musk Pay Package Rejected by Judge Again. 'This Is a Twilight Zone Situation.' - Barron's,2024-12-03,Neutral
Why are driverless cars still hitting things? Depends on how they ‘see.’,2024-12-03,Neutral
Driver charged in wrong-way crash that killed sergeant identified,2024-12-03,Neutral
Bernie Sanders Offers Support for Elon Musk's Plans to Cut Pentagon Spending,2024-12-03,Neutral
"Former UK PM Boris Johnson embraces the land of ‘rugby-playing hobbits’ at a $1500 lunch with Key, Peters, Coutts and Woodham",2024-12-03,Neutral
DMM Bitcoin halts operations six months after a $300 million cyber heist,2024-12-03,Negative
Photo Shows Elon Musk Wearing Mesh Crop Top?,2024-12-03,Neutral
"Driver charged with vehicular homicide, driving drunk for wrong-way crash that killed Endicott College Police Sergeant",2024-12-03,Neutral
How to create and use Genmoji on your iPhone or iPad,2024-12-03,Neutral
"Jackery retains BF/CM pricing in early Christmas sale at $2,800 off, EGO Power+ mower at $424 low, Camplux first discount, more",2024-12-03,Neutral
Samsung invests $700 million in NVIDIA competitor for AI chips,2024-12-03,Neutral
Why a judge rejected Elon Musk's $50 billion Tesla pay package,2024-12-03,Neutral
"Stocks mixed after record highs. Movers: AT&T, Tesla, Intel, more",2024-12-03,Neutral
Elon Musk’s budget-cutter-in-chief role for Trump is a ‘dangerous combination’ that risks creating conflicts of interest with his AI empire,2024-12-03,Negative
Kia has ‘no plans of slowing down’ after record November sales with new EVs en route,2024-12-03,Negative
Musk’s legal battle for his $56bn goes on. Tesla’s board still looks supine,2024-12-03,Neutral
Musk’s legal battle for his $56bn goes on. Tesla’s board still looks supine | Nils Pratley,2024-12-03,Neutral
Elon Musk could still pocket tens of billions more dollars. But he might have to wait a bit,2024-12-03,Neutral
Dennis Moseley-Williams: Advisors and the Power of a ‘Really Big Idea’,2024-12-03,Neutral
Elon Musk’s SpaceX could be valued at a whopping $350B in sale of insider shares: report,2024-12-03,Neutral
"Massive Elon Musk donation news to me, says Farage",2024-12-03,Neutral
Jaguar embraces spotlight after radical $100K luxury EV concept sparks backlash,2024-12-03,Neutral
Elon Musk rips ‘totally crazy’ ruling by Delaware judge denying his $100B Tesla pay package: ‘Absolute corruption’,2024-12-03,Neutral
Here is the new Jaguar electric car that irked Elon Musk and Nigel Farage,2024-12-03,Neutral
"CEO of a $4.5 billion AI company reveals his 6 predictions for the industry next year, including China leading the US",2024-12-03,Neutral
What's The Best Used EV For A Cheapskate?,2024-12-03,Neutral
Call of Duty: Black Ops 6 Roadmap Shows What’s Coming in Season 1 Reloaded,2024-12-03,Neutral
